SSN,Code,Variable,Where
4499,70,neighborhoodChar,NA
4500,0,func1PMic,Missing
4500,0,func1McTl,Missing
4500,0,func1XlMe,Missing
4500,0,func1Oxto,Missing
4500,40,arch1PMic,NA
4500,8,arch1McTl,NA
4500,8,arch1XlMe,NA
4500,40,arch1Oxto,NA
4500,70,neighborhoodChar,NA
4501,6,func1PMic,NA
4501,4,func1McTl,NA
4501,4,func1XlMe,NA
4501,38,func1Oxto,NA
4501,2,arch1PMic,NA
4501,1,arch1McTl,NA
4501,1,arch1XlMe,NA
4501,40,arch1Oxto,NA
4501,70,neighborhoodChar,NA
4502,6,func1PMic,NA
4502,4,func1McTl,NA
4502,4,func1XlMe,NA
4502,38,func1Oxto,NA
4502,2,arch1PMic,NA
4502,1,arch1McTl,NA
4502,1,arch1XlMe,NA
4502,40,arch1Oxto,NA
4502,70,neighborhoodChar,NA
4503,65,groundstoneField,NA
4503,6,func1PMic,NA
4503,4,func1McTl,NA
4503,4,func1XlMe,NA
4503,38,func1Oxto,NA
4503,2,arch1PMic,NA
4503,1,arch1McTl,NA
4503,1,arch1XlMe,NA
4503,40,arch1Oxto,NA
4503,43,figurineConcBarbour,NA
4503,70,neighborhoodChar,NA
4504,38,func1PMic,NA
4504,31,func1McTl,NA
4504,31,func1XlMe,NA
4504,38,func1Oxto,NA
4504,40,arch1PMic,NA
4504,31,arch1McTl,NA
4504,31,arch1XlMe,NA
4504,40,arch1Oxto,NA
4504,70,neighborhoodChar,NA
4505,63,obsidianField,NA
4505,6,func1PMic,NA
4505,11,func1McTl,NA
4505,11,func1XlMe,NA
4505,38,func1Oxto,NA
4505,2,arch1PMic,NA
4505,1,arch1McTl,NA
4505,1,arch1XlMe,NA
4505,40,arch1Oxto,NA
4505,68,obsidianSpencePhase1,NA
4505,70,neighborhoodChar,NA
4506,65,obsidianField,NA
4506,6,func1PMic,NA
4506,4,func1McTl,NA
4506,4,func1XlMe,NA
4506,38,func1Oxto,NA
4506,2,arch1PMic,NA
4506,1,arch1McTl,NA
4506,1,arch1XlMe,NA
4506,40,arch1Oxto,NA
4506,68,obsidianSpencePhase1,NA
4506,70,neighborhoodChar,NA
4507,65,groundstoneField,NA
4507,62,obsidianField,NA
4507,6,func1PMic,NA
4507,4,func1McTl,NA
4507,4,func1XlMe,NA
4507,38,func1Oxto,NA
4507,2,arch1PMic,NA
4507,1,arch1McTl,NA
4507,1,arch1XlMe,NA
4507,40,arch1Oxto,NA
4507,68,obsidianSpencePhase1,NA
4507,70,neighborhoodChar,NA
4508,6,func1PMic,NA
4508,4,func1McTl,NA
4508,4,func1XlMe,NA
4508,38,func1Oxto,NA
4508,2,arch1PMic,NA
4508,1,arch1McTl,NA
4508,1,arch1XlMe,NA
4508,40,arch1Oxto,NA
4508,70,neighborhoodChar,NA
4509,6,func1PMic,NA
4509,6,func1McTl,NA
4509,6,func1XlMe,NA
4509,0,func1Oxto,Missing
4509,2,arch1PMic,NA
4509,1,arch1McTl,NA
4509,1,arch1XlMe,NA
4509,0,arch1Oxto,Missing
4509,70,neighborhoodChar,NA
4510,6,func1PMic,NA
4510,4,func1McTl,NA
4510,4,func1XlMe,NA
4510,38,func1Oxto,NA
4510,2,arch1PMic,NA
4510,1,arch1McTl,NA
4510,1,arch1XlMe,NA
4510,40,arch1Oxto,NA
4510,70,neighborhoodChar,NA
4511,0,func1PMic,Missing
4511,0,func1McTl,Missing
4511,0,func1XlMe,Missing
4511,38,func1Oxto,NA
4511,8,arch1PMic,NA
4511,8,arch1McTl,NA
4511,8,arch1XlMe,NA
4511,40,arch1Oxto,NA
4511,70,neighborhoodChar,NA
4512,6,func1PMic,NA
4512,4,func1McTl,NA
4512,4,func1XlMe,NA
4512,38,func1Oxto,NA
4512,2,arch1PMic,NA
4512,1,arch1McTl,NA
4512,1,arch1XlMe,NA
4512,40,arch1Oxto,NA
4512,70,neighborhoodChar,NA
4513,5,func1PMic,NA
4513,5,func1McTl,NA
4513,5,func1XlMe,NA
4513,38,func1Oxto,NA
4513,7,arch1PMic,NA
4513,7,arch1McTl,NA
4513,7,arch1XlMe,NA
4513,40,arch1Oxto,NA
4513,68,obsidianSpencePhase1,NA
4513,70,neighborhoodChar,NA
4514,6,func1PMic,NA
4514,4,func1McTl,NA
4514,4,func1XlMe,NA
4514,38,func1Oxto,NA
4514,2,arch1PMic,NA
4514,1,arch1McTl,NA
4514,1,arch1XlMe,NA
4514,40,arch1Oxto,NA
4514,70,neighborhoodChar,NA
4515,6,func1PMic,NA
4515,4,func1McTl,NA
4515,4,func1XlMe,NA
4515,38,func1Oxto,NA
4515,2,arch1PMic,NA
4515,1,arch1McTl,NA
4515,1,arch1XlMe,NA
4515,40,arch1Oxto,NA
4515,70,neighborhoodChar,NA
4516,38,func1PMic,NA
4516,4,func1McTl,NA
4516,4,func1XlMe,NA
4516,38,func1Oxto,NA
4516,40,arch1PMic,NA
4516,1,arch1McTl,NA
4516,1,arch1XlMe,NA
4516,40,arch1Oxto,NA
4516,70,neighborhoodChar,NA
4517,36,func1PMic,NA
4517,36,func1McTl,NA
4517,36,func1XlMe,NA
4517,36,func1Oxto,NA
4517,14,arch1PMic,NA
4517,14,arch1McTl,NA
4517,14,arch1XlMe,NA
4517,0,arch1Oxto,Missing
4517,70,neighborhoodChar,NA
4518,38,func1PMic,NA
4518,0,func1McTl,Missing
4518,0,func1XlMe,Missing
4518,38,func1Oxto,NA
4518,40,arch1PMic,NA
4518,8,arch1McTl,NA
4518,8,arch1XlMe,NA
4518,40,arch1Oxto,NA
4518,70,neighborhoodChar,NA
4519,0,func1PMic,Missing
4519,0,func1McTl,Missing
4519,0,func1XlMe,Missing
4519,0,func1Oxto,Missing
4519,40,arch1PMic,NA
4519,8,arch1McTl,NA
4519,8,arch1XlMe,NA
4519,40,arch1Oxto,NA
4519,70,neighborhoodChar,NA
4520,38,func1PMic,NA
4520,0,func1McTl,Missing
4520,0,func1XlMe,Missing
4520,38,func1Oxto,NA
4520,40,arch1PMic,NA
4520,8,arch1McTl,NA
4520,8,arch1XlMe,NA
4520,40,arch1Oxto,NA
4520,70,neighborhoodChar,NA
4521,38,func1PMic,NA
4521,0,func1McTl,Missing
4521,0,func1XlMe,Missing
4521,38,func1Oxto,NA
4521,40,arch1PMic,NA
4521,8,arch1McTl,NA
4521,8,arch1XlMe,NA
4521,40,arch1Oxto,NA
4521,70,neighborhoodChar,NA
4522,0,func1PMic,Missing
4522,0,func1McTl,Missing
4522,0,func1XlMe,Missing
4522,38,func1Oxto,NA
4522,8,arch1PMic,NA
4522,8,arch1McTl,NA
4522,8,arch1XlMe,NA
4522,40,arch1Oxto,NA
4522,68,obsidianSpencePhase1,NA
4522,70,neighborhoodChar,NA
4523,63,obsidianField,NA
4523,38,func1PMic,NA
4523,5,func1McTl,NA
4523,5,func1XlMe,NA
4523,38,func1Oxto,NA
4523,40,arch1PMic,NA
4523,7,arch1McTl,NA
4523,7,arch1XlMe,NA
4523,40,arch1Oxto,NA
4523,68,obsidianSpencePhase1,NA
4523,10,func2McTl,NA
4523,10,func2XlMe,NA
4523,70,neighborhoodChar,NA
4524,0,func1PMic,Missing
4524,0,func1McTl,Missing
4524,0,func1XlMe,Missing
4524,38,func1Oxto,NA
4524,8,arch1PMic,NA
4524,8,arch1McTl,NA
4524,8,arch1XlMe,NA
4524,40,arch1Oxto,NA
4524,68,obsidianSpencePhase1,NA
4524,70,neighborhoodChar,NA
4525,5,func1PMic,NA
4525,5,func1McTl,NA
4525,5,func1XlMe,NA
4525,38,func1Oxto,NA
4525,7,arch1PMic,NA
4525,7,arch1McTl,NA
4525,7,arch1XlMe,NA
4525,40,arch1Oxto,NA
4525,70,neighborhoodChar,NA
4526,65,obsidianField,NA
4526,23,func1PMic,NA
4526,23,func1McTl,NA
4526,23,func1XlMe,NA
4526,38,func1Oxto,NA
4526,21,arch1PMic,NA
4526,21,arch1McTl,NA
4526,21,arch1XlMe,NA
4526,40,arch1Oxto,NA
4526,70,neighborhoodChar,NA
4527,65,groundstoneField,NA
4527,62,obsidianField,NA
4527,6,func1PMic,NA
4527,4,func1McTl,NA
4527,4,func1XlMe,NA
4527,38,func1Oxto,NA
4527,2,arch1PMic,NA
4527,1,arch1McTl,NA
4527,1,arch1XlMe,NA
4527,40,arch1Oxto,NA
4527,68,obsidianSpencePhase1,NA
4527,70,neighborhoodChar,NA
4528,6,func1PMic,NA
4528,4,func1McTl,NA
4528,4,func1XlMe,NA
4528,38,func1Oxto,NA
4528,2,arch1PMic,NA
4528,1,arch1McTl,NA
4528,1,arch1XlMe,NA
4528,40,arch1Oxto,NA
4528,68,obsidianSpencePhase1,NA
4528,70,neighborhoodChar,NA
4529,6,func1PMic,NA
4529,4,func1McTl,NA
4529,4,func1XlMe,NA
4529,38,func1Oxto,NA
4529,2,arch1PMic,NA
4529,1,arch1McTl,NA
4529,1,arch1XlMe,NA
4529,40,arch1Oxto,NA
4529,43,figurineConcBarbour,NA
4529,68,obsidianSpencePhase1,NA
4529,70,neighborhoodChar,NA
4530,65,obsidianField,NA
4530,23,func1PMic,NA
4530,23,func1McTl,NA
4530,23,func1XlMe,NA
4530,38,func1Oxto,NA
4530,21,arch1PMic,NA
4530,21,arch1McTl,NA
4530,21,arch1XlMe,NA
4530,40,arch1Oxto,NA
4530,43,figurineConcBarbour,NA
4530,68,obsidianSpencePhase1,NA
4530,70,neighborhoodChar,NA
4531,62,obsidianField,NA
4531,6,func1PMic,NA
4531,4,func1McTl,NA
4531,4,func1XlMe,NA
4531,38,func1Oxto,NA
4531,2,arch1PMic,NA
4531,1,arch1McTl,NA
4531,1,arch1XlMe,NA
4531,40,arch1Oxto,NA
4531,68,obsidianSpencePhase1,NA
4531,70,neighborhoodChar,NA
4532,6,func1PMic,NA
4532,4,func1McTl,NA
4532,4,func1XlMe,NA
4532,38,func1Oxto,NA
4532,2,arch1PMic,NA
4532,1,arch1McTl,NA
4532,1,arch1XlMe,NA
4532,40,arch1Oxto,NA
4532,68,obsidianSpencePhase1,NA
4532,70,neighborhoodChar,NA
4533,6,func1PMic,NA
4533,4,func1McTl,NA
4533,4,func1XlMe,NA
4533,38,func1Oxto,NA
4533,2,arch1PMic,NA
4533,1,arch1McTl,NA
4533,1,arch1XlMe,NA
4533,40,arch1Oxto,NA
4533,68,obsidianSpencePhase1,NA
4533,70,neighborhoodChar,NA
4534,6,func1PMic,NA
4534,4,func1McTl,NA
4534,4,func1XlMe,NA
4534,38,func1Oxto,NA
4534,2,arch1PMic,NA
4534,1,arch1McTl,NA
4534,1,arch1XlMe,NA
4534,40,arch1Oxto,NA
4534,68,obsidianSpencePhase1,NA
4534,70,neighborhoodChar,NA
4535,38,func1PMic,NA
4535,0,func1McTl,Missing
4535,0,func1XlMe,Missing
4535,38,func1Oxto,NA
4535,40,arch1PMic,NA
4535,8,arch1McTl,NA
4535,8,arch1XlMe,NA
4535,40,arch1Oxto,NA
4535,70,neighborhoodChar,NA
4536,0,func1PMic,Missing
4536,0,func1McTl,Missing
4536,0,func1XlMe,Missing
4536,38,func1Oxto,NA
4536,8,arch1PMic,NA
4536,8,arch1McTl,NA
4536,8,arch1XlMe,NA
4536,40,arch1Oxto,NA
4536,70,neighborhoodChar,NA
4537,0,func1PMic,Missing
4537,0,func1McTl,Missing
4537,0,func1XlMe,Missing
4537,38,func1Oxto,NA
4537,8,arch1PMic,NA
4537,8,arch1McTl,NA
4537,8,arch1XlMe,NA
4537,40,arch1Oxto,NA
4537,70,neighborhoodChar,NA
4538,62,obsidianField,NA
4538,5,func1PMic,NA
4538,5,func1McTl,NA
4538,5,func1XlMe,NA
4538,38,func1Oxto,NA
4538,7,arch1PMic,NA
4538,7,arch1McTl,NA
4538,7,arch1XlMe,NA
4538,40,arch1Oxto,NA
4538,68,obsidianSpencePhase1,NA
4538,70,neighborhoodChar,NA
4539,0,func1PMic,Missing
4539,5,func1McTl,NA
4539,5,func1XlMe,NA
4539,38,func1Oxto,NA
4539,8,arch1PMic,NA
4539,7,arch1McTl,NA
4539,7,arch1XlMe,NA
4539,40,arch1Oxto,NA
4539,68,obsidianSpencePhase1,NA
4539,70,neighborhoodChar,NA
4540,0,func1PMic,Missing
4540,5,func1McTl,NA
4540,5,func1XlMe,NA
4540,38,func1Oxto,NA
4540,8,arch1PMic,NA
4540,7,arch1McTl,NA
4540,7,arch1XlMe,NA
4540,40,arch1Oxto,NA
4540,70,neighborhoodChar,NA
4541,6,func1PMic,NA
4541,4,func1McTl,NA
4541,4,func1XlMe,NA
4541,38,func1Oxto,NA
4541,2,arch1PMic,NA
4541,1,arch1McTl,NA
4541,1,arch1XlMe,NA
4541,40,arch1Oxto,NA
4541,70,neighborhoodChar,NA
4542,6,func1PMic,NA
4542,4,func1McTl,NA
4542,4,func1XlMe,NA
4542,38,func1Oxto,NA
4542,2,arch1PMic,NA
4542,1,arch1McTl,NA
4542,1,arch1XlMe,NA
4542,40,arch1Oxto,NA
4542,70,neighborhoodChar,NA
4543,38,func1PMic,NA
4543,5,func1McTl,NA
4543,5,func1XlMe,NA
4543,38,func1Oxto,NA
4543,40,arch1PMic,NA
4543,7,arch1McTl,NA
4543,7,arch1XlMe,NA
4543,40,arch1Oxto,NA
4543,70,neighborhoodChar,NA
4544,0,func1PMic,Missing
4544,5,func1McTl,NA
4544,5,func1XlMe,NA
4544,38,func1Oxto,NA
4544,8,arch1PMic,NA
4544,7,arch1McTl,NA
4544,7,arch1XlMe,NA
4544,40,arch1Oxto,NA
4544,70,neighborhoodChar,NA
4545,38,func1PMic,NA
4545,4,func1McTl,NA
4545,4,func1XlMe,NA
4545,38,func1Oxto,NA
4545,40,arch1PMic,NA
4545,1,arch1McTl,NA
4545,1,arch1XlMe,NA
4545,40,arch1Oxto,NA
4545,43,figurineConcBarbour,NA
4545,68,obsidianSpencePhase1,NA
4545,70,neighborhoodChar,NA
4546,38,func1PMic,NA
4546,22,func1McTl,NA
4546,22,func1XlMe,NA
4546,38,func1Oxto,NA
4546,40,arch1PMic,NA
4546,26,arch1McTl,NA
4546,26,arch1XlMe,NA
4546,40,arch1Oxto,NA
4546,68,obsidianSpencePhase1,NA
4546,43,funcResPaTz,NA
4546,43,funcResMcTl,NA
4546,43,funcResXlMt,NA
4546,43,funcTmpPaTz,NA
4546,43,funcTmpMcTl,NA
4546,43,funcTmpXlMt,NA
4546,52,funcIntPaTz,NA
4546,52,funcIntMcTl,NA
4546,52,funcIntXlMt,NA
4546,53,archInt1PaTz,NA
4546,53,archInt1McTl,NA
4546,53,archInt1XlMt,NA
4546,70,neighborhoodChar,NA
4546,100,complexNum,NA
4547,38,func1PMic,NA
4547,23,func1McTl,NA
4547,23,func1XlMe,NA
4547,38,func1Oxto,NA
4547,40,arch1PMic,NA
4547,21,arch1McTl,NA
4547,21,arch1XlMe,NA
4547,40,arch1Oxto,NA
4547,68,obsidianSpencePhase1,NA
4547,43,funcResPaTz,NA
4547,43,funcResMcTl,NA
4547,43,funcResXlMt,NA
4547,43,funcTmpPaTz,NA
4547,43,funcTmpMcTl,NA
4547,43,funcTmpXlMt,NA
4547,52,funcIntPaTz,NA
4547,52,funcIntMcTl,NA
4547,52,funcIntXlMt,NA
4547,53,archInt1PaTz,NA
4547,53,archInt1McTl,NA
4547,53,archInt1XlMt,NA
4547,70,neighborhoodChar,NA
4547,100,complexNum,NA
4548,38,func1PMic,NA
4548,0,func1McTl,Missing
4548,0,func1XlMe,Missing
4548,38,func1Oxto,NA
4548,40,arch1PMic,NA
4548,8,arch1McTl,NA
4548,8,arch1XlMe,NA
4548,40,arch1Oxto,NA
4548,70,neighborhoodChar,NA
4549,38,func1PMic,NA
4549,4,func1McTl,NA
4549,4,func1XlMe,NA
4549,38,func1Oxto,NA
4549,40,arch1PMic,NA
4549,1,arch1McTl,NA
4549,1,arch1XlMe,NA
4549,40,arch1Oxto,NA
4549,68,obsidianSpencePhase1,NA
4549,70,neighborhoodChar,NA
4550,38,func1PMic,NA
4550,5,func1McTl,NA
4550,5,func1XlMe,NA
4550,38,func1Oxto,NA
4550,40,arch1PMic,NA
4550,7,arch1McTl,NA
4550,7,arch1XlMe,NA
4550,40,arch1Oxto,NA
4550,43,figurineConcBarbour,NA
4550,70,neighborhoodChar,NA
4551,38,func1PMic,NA
4551,5,func1McTl,NA
4551,5,func1XlMe,NA
4551,38,func1Oxto,NA
4551,40,arch1PMic,NA
4551,7,arch1McTl,NA
4551,7,arch1XlMe,NA
4551,40,arch1Oxto,NA
4551,70,neighborhoodChar,NA
4552,5,func1PMic,NA
4552,5,func1McTl,NA
4552,38,func1XlMe,NA
4552,38,func1Oxto,NA
4552,8,arch1PMic,NA
4552,8,arch1McTl,NA
4552,40,arch1XlMe,NA
4552,40,arch1Oxto,NA
4552,70,neighborhoodChar,NA
4553,38,func1PMic,NA
4553,0,func1McTl,Missing
4553,0,func1XlMe,Missing
4553,38,func1Oxto,NA
4553,40,arch1PMic,NA
4553,8,arch1McTl,NA
4553,8,arch1XlMe,NA
4553,40,arch1Oxto,NA
4553,70,neighborhoodChar,NA
4554,0,func1PMic,Missing
4554,0,func1McTl,Missing
4554,0,func1XlMe,Missing
4554,38,func1Oxto,NA
4554,8,arch1PMic,NA
4554,8,arch1McTl,NA
4554,8,arch1XlMe,NA
4554,40,arch1Oxto,NA
4554,70,neighborhoodChar,NA
4555,0,func1PMic,Missing
4555,0,func1McTl,Missing
4555,0,func1XlMe,Missing
4555,38,func1Oxto,NA
4555,8,arch1PMic,NA
4555,8,arch1McTl,NA
4555,8,arch1XlMe,NA
4555,40,arch1Oxto,NA
4555,70,neighborhoodChar,NA
4556,0,func1PMic,Missing
4556,0,func1McTl,Missing
4556,0,func1XlMe,Missing
4556,0,func1Oxto,Missing
4556,8,arch1PMic,NA
4556,8,arch1McTl,NA
4556,40,arch1XlMe,NA
4556,40,arch1Oxto,NA
4556,70,neighborhoodChar,NA
4557,6,func1PMic,NA
4557,4,func1McTl,NA
4557,4,func1XlMe,NA
4557,38,func1Oxto,NA
4557,2,arch1PMic,NA
4557,1,arch1McTl,NA
4557,1,arch1XlMe,NA
4557,40,arch1Oxto,NA
4557,70,neighborhoodChar,NA
4558,23,func1PMic,NA
4558,23,func1McTl,NA
4558,23,func1XlMe,NA
4558,38,func1Oxto,NA
4558,21,arch1PMic,NA
4558,24,arch1McTl,NA
4558,24,arch1XlMe,NA
4558,40,arch1Oxto,NA
4558,43,figurineConcBarbour,NA
4558,42,funcCivPaTz,NA
4558,42,funcCivMcTl,NA
4558,42,funcCivXlMt,NA
4558,43,funcResPaTz,NA
4558,43,funcResMcTl,NA
4558,43,funcResXlMt,NA
4558,52,funcIntPaTz,NA
4558,52,funcIntMcTl,NA
4558,52,funcIntXlMt,NA
4558,53,archInt1PaTz,NA
4558,53,archInt1McTl,NA
4558,53,archInt1XlMt,NA
4558,70,neighborhoodChar,NA
4558,100,complexNum,NA
4559,6,func1PMic,NA
4559,6,func1McTl,NA
4559,6,func1XlMe,NA
4559,38,func1Oxto,NA
4559,7,arch1PMic,NA
4559,7,arch1McTl,NA
4559,7,arch1XlMe,NA
4559,40,arch1Oxto,NA
4559,2,arch2PMic,NA
4559,1,arch2McTl,NA
4559,1,arch2XlMe,NA
4559,70,neighborhoodChar,NA
4560,5,func1PMic,NA
4560,5,func1McTl,NA
4560,5,func1XlMe,NA
4560,38,func1Oxto,NA
4560,7,arch1PMic,NA
4560,7,arch1McTl,NA
4560,7,arch1XlMe,NA
4560,40,arch1Oxto,NA
4560,72,neighborhoodChar,NA
4561,6,func1PMic,NA
4561,4,func1McTl,NA
4561,4,func1XlMe,NA
4561,38,func1Oxto,NA
4561,2,arch1PMic,NA
4561,1,arch1McTl,NA
4561,1,arch1XlMe,NA
4561,40,arch1Oxto,NA
4561,70,neighborhoodChar,NA
4562,5,func1PMic,NA
4562,5,func1McTl,NA
4562,5,func1XlMe,NA
4562,38,func1Oxto,NA
4562,7,arch1PMic,NA
4562,7,arch1McTl,NA
4562,7,arch1XlMe,NA
4562,40,arch1Oxto,NA
4562,43,figurineConcBarbour,NA
4562,70,neighborhoodChar,NA
4563,5,func1PMic,NA
4563,5,func1McTl,NA
4563,38,func1XlMe,NA
4563,38,func1Oxto,NA
4563,7,arch1PMic,NA
4563,7,arch1McTl,NA
4563,40,arch1XlMe,NA
4563,40,arch1Oxto,NA
4563,70,neighborhoodChar,NA
4564,5,func1PMic,NA
4564,5,func1McTl,NA
4564,5,func1XlMe,NA
4564,38,func1Oxto,NA
4564,7,arch1PMic,NA
4564,7,arch1McTl,NA
4564,7,arch1XlMe,NA
4564,40,arch1Oxto,NA
4564,70,neighborhoodChar,NA
4565,5,func1PMic,NA
4565,5,func1McTl,NA
4565,5,func1XlMe,NA
4565,38,func1Oxto,NA
4565,7,arch1PMic,NA
4565,7,arch1McTl,NA
4565,7,arch1XlMe,NA
4565,40,arch1Oxto,NA
4565,70,neighborhoodChar,NA
4566,38,func1PMic,NA
4566,5,func1McTl,NA
4566,5,func1XlMe,NA
4566,38,func1Oxto,NA
4566,40,arch1PMic,NA
4566,7,arch1McTl,NA
4566,7,arch1XlMe,NA
4566,40,arch1Oxto,NA
4566,70,neighborhoodChar,NA
4567,5,func1PMic,NA
4567,5,func1McTl,NA
4567,5,func1XlMe,NA
4567,38,func1Oxto,NA
4567,7,arch1PMic,NA
4567,7,arch1McTl,NA
4567,7,arch1XlMe,NA
4567,40,arch1Oxto,NA
4567,70,neighborhoodChar,NA
4568,23,func1PMic,NA
4568,22,func1McTl,NA
4568,22,func1XlMe,NA
4568,38,func1Oxto,NA
4568,21,arch1PMic,NA
4568,26,arch1McTl,NA
4568,26,arch1XlMe,NA
4568,40,arch1Oxto,NA
4568,43,funcTmpPaTz,NA
4568,43,funcTmpMcTl,NA
4568,43,funcTmpXlMt,NA
4568,50,funcIntPaTz,NA
4568,50,funcIntMcTl,NA
4568,50,funcIntXlMt,NA
4568,57,archInt1PaTz,NA
4568,57,archInt1McTl,NA
4568,57,archInt1XlMt,NA
4568,71,neighborhoodChar,NA
4568,100,complexNum,NA
4569,23,func1PMic,NA
4569,22,func1McTl,NA
4569,22,func1XlMe,NA
4569,38,func1Oxto,NA
4569,21,arch1PMic,NA
4569,26,arch1McTl,NA
4569,26,arch1XlMe,NA
4569,40,arch1Oxto,NA
4569,43,funcTmpPaTz,NA
4569,43,funcTmpMcTl,NA
4569,43,funcTmpXlMt,NA
4569,50,funcIntPaTz,NA
4569,50,funcIntMcTl,NA
4569,50,funcIntXlMt,NA
4569,57,archInt1PaTz,NA
4569,57,archInt1McTl,NA
4569,57,archInt1XlMt,NA
4569,71,neighborhoodChar,NA
4569,100,complexNum,NA
4570,23,func1PMic,NA
4570,22,func1McTl,NA
4570,22,func1XlMe,NA
4570,38,func1Oxto,NA
4570,21,arch1PMic,NA
4570,26,arch1McTl,NA
4570,26,arch1XlMe,NA
4570,40,arch1Oxto,NA
4570,43,funcTmpPaTz,NA
4570,43,funcTmpMcTl,NA
4570,43,funcTmpXlMt,NA
4570,50,funcIntPaTz,NA
4570,50,funcIntMcTl,NA
4570,50,funcIntXlMt,NA
4570,57,archInt1PaTz,NA
4570,57,archInt1McTl,NA
4570,57,archInt1XlMt,NA
4570,71,neighborhoodChar,NA
4570,100,complexNum,NA
4571,4,func1PMic,NA
4571,6,func1McTl,NA
4571,6,func1XlMe,NA
4571,38,func1Oxto,NA
4571,2,arch1PMic,NA
4571,1,arch1McTl,NA
4571,1,arch1XlMe,NA
4571,40,arch1Oxto,NA
4571,70,neighborhoodChar,NA
4572,0,func1PMic,Missing
4572,0,func1McTl,Missing
4572,0,func1XlMe,Missing
4572,0,func1Oxto,Missing
4572,7,arch1PMic,NA
4572,7,arch1McTl,NA
4572,7,arch1XlMe,NA
4572,40,arch1Oxto,NA
4572,72,neighborhoodChar,NA
4573,6,func1PMic,NA
4573,6,func1McTl,NA
4573,6,func1XlMe,NA
4573,38,func1Oxto,NA
4573,2,arch1PMic,NA
4573,1,arch1McTl,NA
4573,1,arch1XlMe,NA
4573,40,arch1Oxto,NA
4573,70,neighborhoodChar,NA
4574,6,func1PMic,NA
4574,4,func1McTl,NA
4574,4,func1XlMe,NA
4574,38,func1Oxto,NA
4574,2,arch1PMic,NA
4574,1,arch1McTl,NA
4574,1,arch1XlMe,NA
4574,40,arch1Oxto,NA
4574,70,neighborhoodChar,NA
4575,23,func1PMic,NA
4575,23,func1McTl,NA
4575,23,func1XlMe,NA
4575,38,func1Oxto,NA
4575,24,arch1PMic,NA
4575,24,arch1McTl,NA
4575,24,arch1XlMe,NA
4575,40,arch1Oxto,NA
4575,43,funcResMcTl,NA
4575,43,funcResXlMt,NA
4575,43,funcTmpMcTl,NA
4575,43,funcTmpXlMt,NA
4575,52,funcIntMcTl,NA
4575,52,funcIntXlMt,NA
4575,57,archInt1McTl,NA
4575,57,archInt1XlMt,NA
4575,71,neighborhoodChar,NA
4575,100,complexNum,NA
4576,6,func1PMic,NA
4576,4,func1McTl,NA
4576,4,func1XlMe,NA
4576,38,func1Oxto,NA
4576,2,arch1PMic,NA
4576,1,arch1McTl,NA
4576,1,arch1XlMe,NA
4576,40,arch1Oxto,NA
4576,70,neighborhoodChar,NA
4577,6,func1PMic,NA
4577,4,func1McTl,NA
4577,4,func1XlMe,NA
4577,38,func1Oxto,NA
4577,2,arch1PMic,NA
4577,1,arch1McTl,NA
4577,1,arch1XlMe,NA
4577,40,arch1Oxto,NA
4577,70,neighborhoodChar,NA
4578,5,func1PMic,NA
4578,5,func1McTl,NA
4578,38,func1XlMe,NA
4578,38,func1Oxto,NA
4578,7,arch1PMic,NA
4578,7,arch1McTl,NA
4578,40,arch1XlMe,NA
4578,40,arch1Oxto,NA
4578,7,arch2XlMe,NA
4578,5,func2XlMe,NA
4578,70,neighborhoodChar,NA
4579,5,func1PMic,NA
4579,5,func1McTl,NA
4579,38,func1XlMe,NA
4579,38,func1Oxto,NA
4579,7,arch1PMic,NA
4579,7,arch1McTl,NA
4579,40,arch1XlMe,NA
4579,40,arch1Oxto,NA
4579,70,neighborhoodChar,NA
4580,5,func1PMic,NA
4580,5,func1McTl,NA
4580,38,func1XlMe,NA
4580,38,func1Oxto,NA
4580,7,arch1PMic,NA
4580,7,arch1McTl,NA
4580,40,arch1XlMe,NA
4580,40,arch1Oxto,NA
4580,7,arch2XlMe,NA
4580,5,func2XlMe,NA
4580,70,neighborhoodChar,NA
4581,5,func1PMic,NA
4581,5,func1McTl,NA
4581,38,func1XlMe,NA
4581,38,func1Oxto,NA
4581,7,arch1PMic,NA
4581,7,arch1McTl,NA
4581,40,arch1XlMe,NA
4581,40,arch1Oxto,NA
4581,7,arch2XlMe,NA
4581,5,func2XlMe,NA
4581,70,neighborhoodChar,NA
4582,5,func1PMic,NA
4582,5,func1McTl,NA
4582,38,func1XlMe,NA
4582,38,func1Oxto,NA
4582,7,arch1PMic,NA
4582,7,arch1McTl,NA
4582,40,arch1XlMe,NA
4582,40,arch1Oxto,NA
4582,70,neighborhoodChar,NA
4583,6,func1PMic,NA
4583,4,func1McTl,NA
4583,4,func1XlMe,NA
4583,38,func1Oxto,NA
4583,2,arch1PMic,NA
4583,1,arch1McTl,NA
4583,1,arch1XlMe,NA
4583,40,arch1Oxto,NA
4583,70,neighborhoodChar,NA
4584,23,func1PMic,NA
4584,23,func1McTl,NA
4584,23,func1XlMe,NA
4584,38,func1Oxto,NA
4584,21,arch1PMic,NA
4584,24,arch1McTl,NA
4584,24,arch1XlMe,NA
4584,40,arch1Oxto,NA
4584,14,arch2PMic,NA
4584,14,arch2McTl,NA
4584,14,arch2XlMe,NA
4584,43,funcTmpPaTz,NA
4584,43,funcTmpMcTl,NA
4584,43,funcTmpXlMt,NA
