"ID","SSN","Phase","PhaseAbbr","Period","archInterp_1","funcInterp_1","archInterp_2","funcInterp_2","xxx","Occu_1","Occu_2","Occu"
14480,3620,"Oxtoticpac","Oxto","ET","probably not occupied or utilized in this period",NA,"no plausible alternative to the primary interpretation","no plausible alternative to the pirmary interpretation",FALSE,0,0,"0. No evidence for occupation"
14481,3621,"Patlachique-Tzacualli","PMic","EC","plaza","plaza","no plausible alternative to the primary interpretation","no plausible alternative to the pirmary interpretation",FALSE,1,1,"1. Likely either less intensive or archaeologically ephemeral occupation"
14482,3621,"Miccaotli-Tlamimilolpa","McTl","MC","plaza","plaza","no plausible alternative to the primary interpretation","no plausible alternative to the pirmary interpretation",FALSE,1,1,"1. Likely either less intensive or archaeologically ephemeral occupation"
14483,3621,"Xolalpan-Metepec","XlMe","LC","plaza","plaza","no plausible alternative to the primary interpretation","no plausible alternative to the pirmary interpretation",FALSE,1,1,"1. Likely either less intensive or archaeologically ephemeral occupation"
14484,3621,"Oxtoticpac","Oxto","ET","plaza","plaza","occupation without durable structures","no plausible alternative to the pirmary interpretation",FALSE,1,1,"1. Likely either less intensive or archaeologically ephemeral occupation"
14485,3622,"Patlachique-Tzacualli","PMic","EC","room group","residence of uncertain status","no plausible alternative to the primary interpretation","no plausible alternative to the pirmary interpretation",FALSE,2,2,"3. Permanent occupation likely in the form of domestic structures or public buildings"
14486,3622,"Miccaotli-Tlamimilolpa","McTl","MC","apartment compound","intermediate status residence","no plausible alternative to the primary interpretation","no plausible alternative to the pirmary interpretation",FALSE,2,2,"3. Permanent occupation likely in the form of domestic structures or public buildings"
14487,3622,"Xolalpan-Metepec","XlMe","LC","apartment compound","intermediate status residence","no plausible alternative to the primary interpretation","no plausible alternative to the pirmary interpretation",FALSE,2,2,"3. Permanent occupation likely in the form of domestic structures or public buildings"
14488,3622,"Oxtoticpac","Oxto","ET","probably not occupied or utilized in this period",NA,"no plausible alternative to the primary interpretation","no plausible alternative to the pirmary interpretation",FALSE,0,0,"0. No evidence for occupation"
14489,3623,"Patlachique-Tzacualli","PMic","EC","room group","residence of uncertain status","no plausible alternative to the primary interpretation","no plausible alternative to the pirmary interpretation",FALSE,2,2,"3. Permanent occupation likely in the form of domestic structures or public buildings"
14490,3623,"Miccaotli-Tlamimilolpa","McTl","MC","apartment compound","intermediate status residence","no plausible alternative to the primary interpretation","no plausible alternative to the pirmary interpretation",FALSE,2,2,"3. Permanent occupation likely in the form of domestic structures or public buildings"
14491,3623,"Xolalpan-Metepec","XlMe","LC","apartment compound","intermediate status residence","no plausible alternative to the primary interpretation","no plausible alternative to the pirmary interpretation",FALSE,2,2,"3. Permanent occupation likely in the form of domestic structures or public buildings"
14492,3623,"Oxtoticpac","Oxto","ET","probably not occupied or utilized in this period",NA,"no plausible alternative to the primary interpretation","no plausible alternative to the pirmary interpretation",FALSE,0,0,"0. No evidence for occupation"
14493,3624,"Patlachique-Tzacualli","PMic","EC","room group","residence of uncertain status","no plausible alternative to the primary interpretation","no plausible alternative to the pirmary interpretation",FALSE,2,2,"3. Permanent occupation likely in the form of domestic structures or public buildings"
14494,3624,"Miccaotli-Tlamimilolpa","McTl","MC","apartment compound","intermediate status residence","no plausible alternative to the primary interpretation","no plausible alternative to the pirmary interpretation",FALSE,2,2,"3. Permanent occupation likely in the form of domestic structures or public buildings"
14495,3624,"Xolalpan-Metepec","XlMe","LC","apartment compound","intermediate status residence","no plausible alternative to the primary interpretation","no plausible alternative to the pirmary interpretation",FALSE,2,2,"3. Permanent occupation likely in the form of domestic structures or public buildings"
14496,3624,"Oxtoticpac","Oxto","ET","probably not occupied or utilized in this period",NA,"no plausible alternative to the primary interpretation","no plausible alternative to the pirmary interpretation",FALSE,0,0,"0. No evidence for occupation"
14497,3625,"Patlachique-Tzacualli","PMic","EC","casa humilde","low status residential, no obvious occupational specialization","no plausible alternative to the primary interpretation","no plausible alternative to the pirmary interpretation",FALSE,2,2,"3. Permanent occupation likely in the form of domestic structures or public buildings"
14498,3625,"Miccaotli-Tlamimilolpa","McTl","MC","casa humilde","low status residential, no obvious occupational specialization","no plausible alternative to the primary interpretation","no plausible alternative to the pirmary interpretation",FALSE,2,2,"3. Permanent occupation likely in the form of domestic structures or public buildings"
14499,3625,"Xolalpan-Metepec","XlMe","LC","casa humilde","low status residential, no obvious occupational specialization","no plausible alternative to the primary interpretation","no plausible alternative to the pirmary interpretation",FALSE,2,2,"3. Permanent occupation likely in the form of domestic structures or public buildings"
14500,3625,"Oxtoticpac","Oxto","ET","probably not occupied or utilized in this period",NA,"no plausible alternative to the primary interpretation","no plausible alternative to the pirmary interpretation",FALSE,0,0,"0. No evidence for occupation"
14501,3626,"Patlachique-Tzacualli","PMic","EC","casa humilde","low status residential, no obvious occupational specialization","no plausible alternative to the primary interpretation","no plausible alternative to the pirmary interpretation",FALSE,2,2,"3. Permanent occupation likely in the form of domestic structures or public buildings"
14502,3626,"Miccaotli-Tlamimilolpa","McTl","MC","casa humilde","low status residential, no obvious occupational specialization","no plausible alternative to the primary interpretation","no plausible alternative to the pirmary interpretation",FALSE,2,2,"3. Permanent occupation likely in the form of domestic structures or public buildings"
14503,3626,"Xolalpan-Metepec","XlMe","LC","casa humilde","low status residential, no obvious occupational specialization","no plausible alternative to the primary interpretation","no plausible alternative to the pirmary interpretation",FALSE,2,2,"3. Permanent occupation likely in the form of domestic structures or public buildings"
14504,3626,"Oxtoticpac","Oxto","ET","probably not occupied or utilized in this period",NA,"no plausible alternative to the primary interpretation","no plausible alternative to the pirmary interpretation",FALSE,0,0,"0. No evidence for occupation"
14505,3627,"Patlachique-Tzacualli","PMic","EC","room group","residence of uncertain status","no plausible alternative to the primary interpretation","no plausible alternative to the pirmary interpretation",FALSE,2,2,"3. Permanent occupation likely in the form of domestic structures or public buildings"
14506,3627,"Miccaotli-Tlamimilolpa","McTl","MC","apartment compound","intermediate status residence","no plausible alternative to the primary interpretation","no plausible alternative to the pirmary interpretation",FALSE,2,2,"3. Permanent occupation likely in the form of domestic structures or public buildings"
14507,3627,"Xolalpan-Metepec","XlMe","LC","apartment compound","intermediate status residence","no plausible alternative to the primary interpretation","no plausible alternative to the pirmary interpretation",FALSE,2,2,"3. Permanent occupation likely in the form of domestic structures or public buildings"
