"","SSN","site","subsite","unit","XLMEFNC1","description","2020Hierarchy","ZArch1_MCTL","ZArch1_OXTO","ZArch1_PMIC","ZArch1_XLME","ZArch2_MCTL","ZArch2_OXTO","ZArch2_PMIC","ZArch2_XLME","ZFunc1_MCTL","ZFunc1_OXTO","ZFunc1_PMIC","ZFunc1_XLME","ZFunc2_MCTL","ZFunc2_OXTO","ZFunc2_PMIC","ZFunc2_XLME","H2020_1_XLME","H2020_2_XLME","H2020_3_XLME","Workshop_2020"
"4740",4740,"2","NONE","S2E3",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4741",4741,"3","NONE","S2E3",-1,"missing data","-1",19,20,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"4742",4742,"4","NONE","S2E3",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4743",4743,"5","NONE","S2E3",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",20,20,20,20,-1,-1,-1,-1,41,41,41,41,-1,-1,-1,-1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4744",4744,"6","NONE","S2E3",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,-1,-1,-1,-1,2,41,3,2,-1,-1,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"4745",4745,"7","NONE","S2E3",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4746",4746,"8","NONE","S2E3",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4747",4747,"L 1","NONE","S2E3",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",20,20,20,20,77,77,77,77,41,41,41,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4748",4748,"1","NONE","S3E3",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4749",4749,"2","NONE","S3E3",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4750",4750,"1","NONE","S4E3",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,77,1,41,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4751",4751,"2","NONE","S4E3",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,77,1,41,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4752",4752,"3","NONE","S4E3",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,77,1,41,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4753",4753,"4","NONE","S4E3",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4754",4754,"5","NONE","S4E3",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",20,20,20,20,-1,77,-1,77,41,41,41,41,-1,77,-1,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4755",4755,"L 1","NONE","S4E3",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",20,20,20,20,77,77,77,77,41,41,41,41,-1,-1,-1,-1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4756",4756,"W","NONE","S4E3",-1,"missing data","-1",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Architecture","Other","Missing Data","-1"
"4757",4757,"X","NONE","S4E3",-1,"missing data","-1",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Architecture","Other","Missing Data","-1"
"4758",4758,"Y","NONE","S4E3",-1,"missing data","-1",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Architecture","Other","Missing Data","-1"
"4759",4759,"Z","NONE","S4E3",-1,"missing data","-1",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Architecture","Other","Missing Data","-1"
"4760",4760,"1","NONE","S1E4",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4761",4761,"2","NE","S1E4",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4762",4762,"2","SW","S1E4",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4763",4763,"3","NONE","S1E4",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4764",4764,"4","NONE","S1E4",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4765",4765,"5","N","S1E4",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4766",4766,"5","S","S1E4",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,-1,-1,-1,-1,2,41,3,2,-1,-1,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"4767",4767,"6","NONE","S1E4",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4768",4768,"7","NONE","S1E4",2,"intermediate status residence","Intermediate Status Residential",4,20,3,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4769",4769,"8","NONE","S1E4",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4770",4770,"9","NONE","S1E4",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4771",4771,"10","NONE","S1E4",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4772",4772,"11","NONE","S1E4",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,-1,-1,-1,-1,2,41,3,2,-1,-1,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"4773",4773,"12","NONE","S1E4",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",4,20,2,20,77,77,77,77,2,41,3,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4774",4774,"13","NONE","S1E4",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",4,20,2,20,77,77,77,77,2,41,3,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4775",4775,"14","NONE","S1E4",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",4,20,2,20,77,77,77,77,2,41,3,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4776",4776,"15","NONE","S1E4",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,-1,-1,-1,-1,2,41,41,2,-1,-1,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"4777",4777,"16","NONE","S1E4",-1,"missing data","-1",12,20,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Utilized Space","-1"
"4778",4778,"L 1","NONE","S1E4",-1,"missing data","-1",19,20,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"4779",4779,"1","A","S2E4",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,8,77,7,8,2,41,3,2,16,77,16,16,"Architecture","House","Intermediate Status Residential","-1"
"4780",4780,"1","B","S2E4",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4781",4781,"1","C","S2E4",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4782",4782,"2","NONE","S2E4",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",4,20,2,20,77,77,77,77,2,41,3,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4783",4783,"3","NONE","S2E4",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,77,1,41,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4784",4784,"4","NONE","S2E4",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",4,20,2,20,77,77,77,77,2,41,3,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4785",4785,"5","NONE","S2E4",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,-1,-1,-1,-1,2,41,3,2,-1,-1,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"4786",4786,"6","NONE","S2E4",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",20,20,20,20,-1,-1,-1,-1,41,41,41,41,-1,-1,-1,-1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4787",4787,"7","NONE","S2E4",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,77,1,41,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4788",4788,"8","NONE","S2E4",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,-1,1,41,1,1,77,77,77,-1,"Architecture","House","Low Status Residential","-1"
"4789",4789,"9","NONE","S2E4",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4790",4790,"10","NONE","S2E4",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4791",4791,"11","NONE","S2E4",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4792",4792,"12","NS","S2E4",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",4,20,20,20,77,77,77,77,2,41,41,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4793",4793,"L 1","NONE","S2E4",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",20,20,20,20,77,77,77,77,41,41,41,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4794",4794,"L 2","NONE","S2E4",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",20,20,20,20,-1,-1,-1,-1,41,41,41,41,-1,-1,-1,-1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4795",4795,"1","NONE","S3E4",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4796",4796,"2","NONE","S3E4",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4797",4797,"3","NONE","S3E4",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4798",4798,"4","NONE","S3E4",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4799",4799,"5","NONE","S3E4",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,-1,1,41,1,41,77,77,77,-1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4800",4800,"6","NONE","S3E4",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,-1,1,41,1,41,77,77,77,-1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4801",4801,"7","NONE","S3E4",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4802",4802,"8","NONE","S3E4",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4803",4803,"9","NONE","S3E4",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4804",4804,"10","NONE","S3E4",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4805",4805,"11","NONE","S3E4",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4806",4806,"12","NONE","S3E4",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4807",4807,"13","NONE","S3E4",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4808",4808,"14","NONE","S3E4",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4809",4809,"15","NONE","S3E4",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4810",4810,"16","NONE","S3E4",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4811",4811,"1","NONE","S4E4",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,77,1,41,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4812",4812,"2","NONE","S4E4",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,77,1,41,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4813",4813,"L 1","NONE","S4E4",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",20,20,20,20,77,77,77,77,41,41,41,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4814",4814,"1","NONE","S1E5",43,"platform of probable religious significance","Platform of Probable Religious Significance",8,20,8,8,77,77,-1,77,43,41,43,43,77,77,-1,77,"Architecture","Temple or Sanctuary","Platform of Probable Religious Significance","-1"
"4815",4815,"2","NONE","S1E5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,20,3,77,77,77,77,1,41,41,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4816",4816,"3","E","S1E5",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",4,20,20,20,77,77,77,77,2,41,41,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4817",4817,"3","C","S1E5",42,"residential workshop","-1",4,20,20,4,77,77,77,77,42,41,41,42,77,77,77,77,"Architecture","House","Intermediate Status Residential","Residential Workshop"
"4818",4818,"3","NW","S1E5",42,"residential workshop","-1",4,20,2,4,77,77,77,77,42,41,42,42,77,77,77,77,"Architecture","House","Uncertain Status Residential","Residential Workshop"
"4819",4819,"4","NONE","S1E5",43,"platform of probable religious significance","Platform of Probable Religious Significance",7,20,7,7,77,77,77,77,43,41,43,43,77,77,77,77,"Architecture","Temple or Sanctuary","Platform of Probable Religious Significance","-1"
"4820",4820,"5","NONE","S1E5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4821",4821,"6","NONE","S1E5",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4822",4822,"7","NONE","S1E5",42,"residential workshop","-1",4,20,2,4,77,77,77,77,42,41,42,42,77,77,77,77,"Architecture","House","Uncertain Status Residential","Residential Workshop"
"4823",4823,"8","NONE","S1E5",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,77,77,77,77,2,41,41,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4824",4824,"9","NONE","S1E5",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,77,-1,-1,-1,2,41,41,2,77,77,77,-1,"Architecture","House","Intermediate Status Residential","-1"
"4825",4825,"10","NONE","S1E5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,20,3,77,77,77,77,1,41,41,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
